001	Icone
002	Caricamento dei componenti...
003	Etichette
004	Input
005	Menu
006	Contenitori
007	Aggiornamento automatico
008	Carosello
009	Effetti
010	Feedback
011	Grafici
012	Pulsanti
013	Caricamento
014	Impostazioni
015	Navigazione
016	Schede
017	Si è verificato un errore
018	Operazione riuscita
019	Attenzione richiesta
020	Informazioni
021	Elaborazione...
022	InfoBar
023	Anello di avanzamento
024	Barra di avanzamento 60%
025	Elaborazione...
026	Quattro funzioni di avanzamento Toast
027	Download in corso...
028	Sincronizzazione...
029	Caricamento
030	Anello di avanzamento 40%
031	Caricamento...
032	Barra di avanzamento indeterminata
033	Sincronizzazione dei dati...
034	Elaborazione
035	Attendere...
036	Modalità di avanzamento InfoBar
037	Quattro funzioni di avanzamento InfoBar
038	Sincronizzazione
039	Anello di avanzamento indeterminato
040	Barra di avanzamento
041	Modalità di avanzamento Toast
042	Download
043	Download dei file...
044	Percorso del programma di installazione DRY non valido
045	Demo DRY completata: è stato simulato il passaggio all’installazione silenziosa; nessun file è stato scaricato e nessun programma di installazione è stato avviato
046	DRY: simulazione del controllo degli aggiornamenti...
047	DRY: download simulato<SP>
048	- Simula l’avanzamento del download dallo 0% al 100%<NL>
049	- Simula il passaggio a un’installazione silenziosa di Inno Setup senza creare file né avviare programmi
050	La modalità DRY non apre pagine esterne
051	DRY: download simulato completato; passaggio all’installazione
052	- Mostra la finestra di conferma reale dell’aggiornamento<NL>
053	Download DRY simulato in corso
054	DRY: preparazione del download simulato
055	Token di download DRY non valido
056	DRY: passaggio all’installazione non riuscito
057	DRY: passaggio all’installazione a doppio slot non riuscito
058	DRY: preparazione del doppio slot completata; cambio automatico al prossimo avvio
059	DRY: preparazione dello slot inattivo in background
060	DRY: trovata una versione simulata; in attesa di conferma
061	Demo DRY in corso
062	## Aggiornamento demo DRY<NL><NL>
063	, in attesa di conferma
064	Dimostra controllo, conferma, avanzamento del download, scrittura in background nello slot inattivo e cambio al successivo avvio; non accede mai alla rete, non crea file e non avvia un programma di installazione.
065	Toast in basso a destra
066	2. Usa il vero UpdateDialog per mostrare le note e confermare “Scarica e installa”
067	Usa il vero Updater inserito da Gallery per controllare le Releases; questa modalità può accedere alla rete e aprire la pagina della versione.
068	Ultimo rilevamento:
069	3. Mostra l’avanzamento del download, determinato o indeterminato, con un Toast o ProgressDialog
070	Gli utenti vedono finestre reali e feedback di avanzamento, ma non si verificano effetti collaterali dell’installazione.
071	Modalità Release reale
072	Demo DRY di download e installazione
073	Versione corrente:
074	Modalità demo DRY (simulazione sicura)
075	Ultimo rilevamento: nessuno
076	Flusso di aggiornamento
077	Simulazione del controllo...
078	Gallery mostra direttamente come il componente facciata coordina Updater, UpdateDialog e il presentatore di feedback sostituibile sottostanti.
079	Trovata una nuova versione<SP>
080	Avvia demo DRY
081	Download confermato<SP>
082	Preparazione in background...
083	1. Controlla GitHub Releases e confronta con la versione corrente
084	Origine della demo:
085	2. Mostra le note di rilascio e una finestra di conferma quando viene trovata una nuova versione
086	Controlla aggiornamenti
087	Non configurato
088	4. In modalità doppio slot, sostituisci lo slot inattivo in background e passa alla nuova versione al prossimo avvio
089	Già aggiornato<SP>
090	Repository:
091	Modalità reale non disponibile: Gallery non ha inserito appUpdater
092	Modalità reale: non ancora controllata
093	1. Simula un controllo e restituisci una versione demo
094	3. Usa un vero Toast o ProgressDialog per portare l’avanzamento simulato al 100%
095	Controllo non riuscito:
096	Modalità DRY: in attesa di avviare la demo
097	4. Simula la sostituzione in background dello slot inattivo tramite Inno Setup; mantieni in esecuzione questa versione e cambia al prossimo avvio
098	Flusso reale di aggiornamento GitHub Releases
099	DRY: trovata una versione simulata<SP>
100	La modalità reale richiede che Release fornisca un programma di installazione per la piattaforma corrente.
101	Controllo...
102	Button - combinazioni di ToolButton e funzioni
103	Modifica
104	Solo testo (Push)
105	Combinazione con badge (Badge)
106	Button - pulsanti con conto alla rovescia combinati con ogni stile
107	Combinazione di stile e funzione (indeterminate_ring)
108	Elimina
109	Button - stili ToolButton (6)
110	Azione B
111	Combinazioni Style, Pill e Dropdown/Split
112	Invia codice di verifica
113	Solo icona → stile ToolButton; testo o icona + testo → stile PushButton
114	Menu:
115	Button - stile × forma Pill × funzione di avanzamento
116	Button - varianti Filled: nessuno sfondo, testo con colore di stato
117	Opzione 2
118	Button - forme (2)
119	Combinazioni Style, Pill e Toggle
120	Azione A
121	Selezionato:
122	Pulsante principale del menu esterno premuto
123	Pulsante principale premuto
124	Opzione 3
125	Combinazione di stile e funzione (progress_bar)
126	Button - livelli di stato Filled (6)
127	Proprietà
128	Opzione 1
129	Combinazioni di stile e forma
130	Button - rilevamento automatico del tipo
131	Combinazione di stile e funzione (indeterminate_bar)
132	Button - funzioni (9)
133	Button - stile × forma Pill × funzione dropdown/split
134	Azione esterna 2
135	Combinazione di stile e funzione (toggle)
136	Button - livelli di stato Text (6)
137	Icona + testo (Push)
138	Combinazione di stile e funzione (split)
139	Menu esterno
140	Combinazione di stile e funzione (countdown)
141	Combinazione di stile e funzione (progress_ring)
142	Solo icona + funzione
143	Azione esterna 1
144	Button - 7 stili × forma Pill × funzione toggle
145	I pulsanti con sola icona vengono rilevati automaticamente come ToolButton
146	Combinazione di stile e funzione (dropdown)
147	Button - stili (6)
148	Solo icona (Tool)
149	Combinazioni di forma (Pill) e funzioni
150	Combinazioni Style, Pill e Progress
151	Nessun effetto al passaggio del mouse
152	Scheda con effetto al passaggio del mouse
153	Scheda speciale
154	Cambia colore al passaggio del mouse senza sollevarsi
155	Fai clic per espandere
156	Contenuto espanso
157	Scheda impostazioni
158	Scheda di base
159	Si solleva al passaggio del mouse con un’ombra più intensa
160	Scheda con area del titolo separata
161	Scheda semplice
162	Scheda standard
163	Schede e contenitori
164	Scheda con titolo
165	Verticale con pulsanti
166	Orizzontale di base (5 punti)
167	Carousel + PipsPager - carosello unificato con indicatori di pagina
168	Carosello scorrevole standard
169	effect_slide + verticale
170	Orizzontale (predefinito)
