001	Ikon
002	Memuat komponen...
003	Label
004	Masukan
005	Menu
006	Kontainer
007	Pembaruan otomatis
008	Karosel
009	Efek
010	Umpan balik
011	Bagan
012	Tombol
013	Memuat
014	Pengaturan
015	Navigasi
016	Kartu
017	Terjadi kesalahan
018	Operasi berhasil
019	Perlu perhatian
020	Informasi
021	Memproses...
022	InfoBar
023	Cincin progres
024	Bilah progres 60%
025	Memproses...
026	Empat fitur progres Toast
027	Mengunduh...
028	Menyinkronkan...
029	Unggah
030	Cincin progres 40%
031	Mengunggah...
032	Bilah progres tak tentu
033	Menyinkronkan data...
034	Memproses
035	Harap tunggu...
036	Mode progres InfoBar
037	Empat fitur progres InfoBar
038	Menyinkronkan
039	Cincin progres tak tentu
040	Bilah progres
041	Mode progres Toast
042	Unduh
043	Mengunduh berkas...
044	Jalur penginstal DRY tidak valid
045	Demo DRY selesai: penyerahan ke instalasi senyap disimulasikan; tidak ada berkas yang diunduh dan tidak ada penginstal yang dijalankan
046	DRY: menyimulasikan pemeriksaan pembaruan...
047	DRY: unduhan simulasi<SP>
048	- Simulasikan progres unduhan dari 0% hingga 100%<NL>
049	- Simulasikan penyerahan instalasi senyap Inno Setup tanpa membuat berkas atau menjalankan program
050	Mode DRY tidak membuka halaman eksternal
051	DRY: unduhan simulasi selesai; menyerahkan ke instalasi
052	- Tampilkan dialog konfirmasi pembaruan yang sebenarnya<NL>
053	Unduhan simulasi DRY sedang berlangsung
054	DRY: menyiapkan unduhan simulasi
055	Token unduhan DRY tidak valid
056	DRY: penyerahan instalasi gagal
057	DRY: penyerahan instalasi slot ganda gagal
058	DRY: persiapan slot ganda selesai; beralih otomatis pada peluncuran berikutnya
059	DRY: menyiapkan slot tidak aktif di latar belakang
060	DRY: versi simulasi ditemukan; menunggu konfirmasi
061	Demo DRY sedang berlangsung
062	## Pembaruan demo DRY<NL><NL>
063	, menunggu konfirmasi
064	Mendemonstrasikan pemeriksaan, konfirmasi, progres unduhan, penulisan latar belakang ke slot tidak aktif, dan peralihan pada peluncuran berikutnya; tidak pernah mengakses jaringan, membuat berkas, atau menjalankan penginstal.
065	Toast kanan bawah
066	2. Gunakan UpdateDialog sebenarnya untuk menampilkan catatan dan mengonfirmasi “Unduh dan Instal”
067	Gunakan Updater sebenarnya yang disuntikkan oleh Gallery untuk memeriksa Releases; mode ini dapat mengakses jaringan dan membuka halaman rilis.
068	Terakhir terdeteksi:
069	3. Tampilkan progres unduhan tak tentu atau tertentu dengan Toast atau ProgressDialog
070	Pengguna melihat dialog dan umpan balik progres sebenarnya, tetapi tidak ada efek samping instalasi.
071	Mode Release sebenarnya
072	Demo unduh dan instal DRY
073	Versi saat ini:
074	Mode demo DRY (simulasi aman)
075	Terakhir terdeteksi: tidak ada
076	Alur pembaruan
077	Menyimulasikan pemeriksaan...
078	Gallery mendemonstrasikan secara langsung cara komponen fasad mengatur Updater, UpdateDialog, dan penyaji umpan balik yang dapat diganti di bawahnya.
079	Versi baru ditemukan<SP>
080	Mulai demo DRY
081	Unduhan dikonfirmasi<SP>
082	Menyiapkan di latar belakang...
083	1. Periksa GitHub Releases dan bandingkan dengan versi saat ini
084	Sumber demo:
085	2. Tampilkan catatan rilis dan dialog konfirmasi saat versi baru ditemukan
086	Periksa pembaruan
087	Belum dikonfigurasi
088	4. Dalam mode slot ganda, ganti slot tidak aktif di latar belakang dan beralih ke versi baru pada peluncuran berikutnya
089	Sudah terbaru<SP>
090	Repositori:
091	Mode sebenarnya tidak tersedia: Gallery tidak menyuntikkan appUpdater
092	Mode sebenarnya: belum diperiksa
093	1. Simulasikan pemeriksaan dan kembalikan versi demo
094	3. Gunakan Toast atau ProgressDialog sebenarnya untuk menaikkan progres simulasi hingga 100%
095	Pemeriksaan gagal:
096	Mode DRY: menunggu demo dimulai
097	4. Simulasikan penggantian slot tidak aktif di latar belakang dengan Inno Setup; biarkan versi ini berjalan dan beralih pada peluncuran berikutnya
098	Alur pembaruan GitHub Releases sebenarnya
099	DRY: versi simulasi ditemukan<SP>
100	Mode sebenarnya bergantung pada Release yang menyediakan aset penginstal untuk platform saat ini.
101	Memeriksa...
102	Button - kombinasi ToolButton dan fitur
103	Edit
104	Hanya teks (Push)
105	Kombinasi dengan lencana (Badge)
106	Button - tombol hitung mundur yang digabungkan dengan setiap gaya
107	Kombinasi gaya dan fitur (indeterminate_ring)
108	Hapus
109	Button - gaya ToolButton (6)
110	Tindakan B
111	Kombinasi Style, Pill, dan Dropdown/Split
112	Kirim kode verifikasi
113	Hanya ikon → gaya ToolButton; teks atau ikon + teks → gaya PushButton
114	Menu:
115	Button - gaya × bentuk Pill × fitur progres
116	Button - varian Filled: tanpa latar belakang, teks berwarna status
117	Opsi 2
118	Button - bentuk (2)
119	Kombinasi Style, Pill, dan Toggle
120	Tindakan A
121	Dipilih:
122	Tombol utama menu eksternal diklik
123	Tombol utama diklik
124	Opsi 3
125	Kombinasi gaya dan fitur (progress_bar)
126	Button - tingkat status Filled (6)
127	Properti
128	Opsi 1
129	Kombinasi gaya dan bentuk
130	Button - deteksi jenis otomatis
131	Kombinasi gaya dan fitur (indeterminate_bar)
132	Button - fitur (9)
133	Button - gaya × bentuk Pill × fitur dropdown/split
134	Tindakan eksternal 2
135	Kombinasi gaya dan fitur (toggle)
