001	Simgeler
002	Bileşenler yükleniyor...
003	Etiketler
004	Girdiler
005	Menüler
006	Kapsayıcılar
007	Otomatik güncelleme
008	Döngüsel galeri
009	Efektler
010	Geri bildirim
011	Grafikler
012	Düğmeler
013	Yükleniyor
014	Ayarlar
015	Gezinme
016	Kartlar
017	Bir hata oluştu
018	İşlem başarılı
019	Dikkat gerekiyor
020	Bilgi
021	İşleniyor...
022	InfoBar
023	İlerleme halkası
024	İlerleme çubuğu %60
025	İşleniyor...
026	Dört Toast ilerleme özelliği
027	İndiriliyor...
028	Eşitleniyor...
029	Yükleme
030	İlerleme halkası %40
031	Yükleniyor...
032	Belirsiz ilerleme çubuğu
033	Veriler eşitleniyor...
034	İşleniyor
035	Lütfen bekleyin...
036	InfoBar ilerleme modu
037	Dört InfoBar ilerleme özelliği
038	Eşitleniyor
039	Belirsiz ilerleme halkası
040	İlerleme çubuğu
041	Toast ilerleme modu
042	İndirme
043	Dosyalar indiriliyor...
044	Geçersiz DRY yükleyici yolu
045	DRY demosu tamamlandı: sessiz kurulum devri benzetildi; hiçbir dosya indirilmedi ve yükleyici başlatılmadı
046	DRY: güncelleme kontrolü benzetiliyor...
047	DRY: benzetilmiş indirme<SP>
048	- İndirme ilerlemesini %0’dan %100’e kadar benzet<NL>
049	- Dosya oluşturmadan veya program başlatmadan Inno Setup sessiz kurulum devrini benzet
050	DRY modu dış sayfaları açmaz
051	DRY: benzetilmiş indirme tamamlandı; kuruluma devrediliyor
052	- Gerçek güncelleme onay iletişim kutusunu göster<NL>
053	DRY benzetilmiş indirme sürüyor
054	DRY: benzetilmiş indirme hazırlanıyor
055	Geçersiz DRY indirme belirteci
056	DRY: kurulum devri başarısız
057	DRY: çift yuvalı kurulum devri başarısız
058	DRY: çift yuva hazırlığı tamamlandı; sonraki açılışta otomatik geçiş yapılacak
059	DRY: etkin olmayan yuva arka planda hazırlanıyor
060	DRY: benzetilmiş sürüm bulundu; onay bekleniyor
061	DRY demosu sürüyor
062	## DRY demo güncellemesi<NL><NL>
063	, onay bekleniyor
064	Kontrolü, onayı, indirme ilerlemesini, etkin olmayan yuvaya arka planda yazmayı ve sonraki açılışta geçişi gösterir; ağa erişmez, dosya oluşturmaz veya yükleyici başlatmaz.
065	Sağ altta Toast
066	2. Notları göstermek ve “İndir ve Kur” seçimini onaylamak için gerçek UpdateDialog kullan
067	Releases denetimi için Gallery tarafından eklenen gerçek Updater’ı kullan; bu mod ağa erişebilir ve sürüm sayfasını açabilir.
068	Son algılanan:
069	3. Toast veya ProgressDialog ile belirsiz ya da belirli indirme ilerlemesini göster
070	Kullanıcılar gerçek iletişim kutularını ve ilerleme geri bildirimini görür, ancak kurulumun yan etkileri oluşmaz.
071	Gerçek Release modu
072	DRY indirme ve kurulum demosu
073	Geçerli sürüm:
074	DRY demo modu (güvenli benzetim)
075	Son algılanan: yok
076	Güncelleme akışı
077	Kontrol benzetiliyor...
078	Gallery, cephe bileşeninin alttaki Updater, UpdateDialog ve değiştirilebilir geri bildirim sunucusunu nasıl yönettiğini doğrudan gösterir.
079	Yeni sürüm bulundu<SP>
080	DRY demosunu başlat
081	İndirme onaylandı<SP>
082	Arka planda hazırlanıyor...
083	1. GitHub Releases’ı denetle ve geçerli sürümle karşılaştır
084	Demo kaynağı:
085	2. Yeni sürüm bulunduğunda sürüm notlarını ve onay iletişim kutusunu göster
086	Güncellemeleri denetle
087	Yapılandırılmadı
088	4. Çift yuva modunda etkin olmayan yuvayı arka planda değiştir ve sonraki açılışta yeni sürüme geç
089	Zaten güncel<SP>
090	Depo:
091	Gerçek mod kullanılamıyor: Gallery appUpdater eklemedi
092	Gerçek mod: henüz denetlenmedi
093	1. Bir kontrolü benzet ve demo sürümü döndür
094	3. Benzetilmiş ilerlemeyi %100’e taşımak için gerçek Toast veya ProgressDialog kullan
095	Kontrol başarısız:
096	DRY modu: demo başlangıcı bekleniyor
097	4. Inno Setup ile etkin olmayan yuvanın arka planda değiştirilmesini benzet; bu sürümü çalışır tut ve sonraki açılışta geçiş yap
098	Gerçek GitHub Releases güncelleme akışı
099	DRY: benzetilmiş sürüm bulundu<SP>
100	Gerçek mod, Release içinde geçerli platforma ait bir yükleyici varlığı bulunmasını gerektirir.
101	Denetleniyor...
102	Button - ToolButton ve özellik birleşimleri
103	Düzenle
104	Yalnızca metin (Push)
105	Rozetli birleşim (Badge)
106	Button - her stille birleştirilmiş geri sayım düğmeleri
107	Stil ve özellik birleşimi (indeterminate_ring)
108	Sil
109	Button - ToolButton stilleri (6)
110	Eylem B
111	Style, Pill ve Dropdown/Split birleşimleri
112	Doğrulama kodu gönder
113	Yalnızca simge → ToolButton stili; metin veya simge + metin → PushButton stili
114	Menü:
115	Button - stil × Pill şekli × ilerleme özelliği
116	Button - Filled çeşitleri: arka plan yok, durum renkli metin
117	Seçenek 2
118	Button - şekiller (2)
119	Style, Pill ve Toggle birleşimleri
120	Eylem A
121	Seçili:
122	Dış menü ana düğmesine tıklandı
123	Ana düğmeye tıklandı
124	Seçenek 3
125	Stil ve özellik birleşimi (progress_bar)
126	Button - Filled durum düzeyleri (6)
127	Özellikler
128	Seçenek 1
129	Stil ve şekil birleşimleri
130	Button - otomatik tür algılama
131	Stil ve özellik birleşimi (indeterminate_bar)
132	Button - özellikler (9)
133	Button - stil × Pill şekli × dropdown/split özelliği
134	Dış eylem 2
135	Stil ve özellik birleşimi (toggle)
136	Button - Text durum düzeyleri (6)
137	Simge + metin (Push)
138	Stil ve özellik birleşimi (split)
139	Dış menü
140	Stil ve özellik birleşimi (countdown)
141	Stil ve özellik birleşimi (progress_ring)
142	Yalnızca simge + özellik
143	Dış eylem 1
144	Button - 7 stil × Pill şekli × toggle özelliği
145	Yalnızca simgeli düğmeler otomatik olarak ToolButton şeklinde algılanır
146	Stil ve özellik birleşimi (dropdown)
147	Button - stiller (6)
148	Yalnızca simge (Tool)
149	Şekil (Pill) ve özellik birleşimleri
150	Style, Pill ve Progress birleşimleri
151	Üzerine gelme efekti yok
152	Üzerine gelinen kart
153	Özel kart
154	Yükselmeden, üzerine gelince renk değiştirir
155	Genişletmek için tıklayın
156	Genişletilmiş içerik
157	Ayar kartı
158	Temel kart
159	Üzerine gelince daha güçlü bir gölgeyle yükselir
160	Ayrı başlık alanlı kart
161	Basit kart
162	Standart kart
163	Kartlar ve kapsayıcılar
164	Başlıklı kart
165	Düğmeli dikey
166	Temel yatay (5 nokta)
167	Carousel + PipsPager - sayfa göstergeli birleşik döngüsel galeri
168	Standart kayan döngüsel galeri
169	effect_slide + dikey
170	Yatay (varsayılan)
