001	アイコン
002	コンポーネントを読み込み中...
003	ラベル
004	入力
005	メニュー
006	コンテナー
007	自動更新
008	カルーセル
009	エフェクト
010	フィードバック
011	チャート
012	ボタン
013	読み込み中
014	設定
015	ナビゲーション
016	カード
017	エラーが発生しました
018	操作に成功しました
019	対応が必要です
020	情報
021	処理中...
022	InfoBar
023	進捗リング
024	進捗バー 60%
025	処理中...
026	Toast の4種類の進捗機能
027	ダウンロード中...
028	同期中...
029	アップロード
030	進捗リング 40%
031	アップロード中...
032	不確定進捗バー
033	データを同期中...
034	処理中
035	しばらくお待ちください...
036	InfoBar 進捗モード
037	InfoBar の4種類の進捗機能
038	同期中
039	不確定進捗リング
040	進捗バー
041	Toast 進捗モード
042	ダウンロード
043	ファイルをダウンロード中...
044	DRY インストーラーのパスが無効です
045	DRY デモ完了：サイレントインストールへの引き渡しをシミュレートしました。ファイルのダウンロードもインストーラーの起動も行っていません
046	DRY：更新確認をシミュレート中...
047	DRY：ダウンロードをシミュレート<SP>
048	- 0% から 100% までのダウンロード進捗をシミュレート<NL>
049	- ファイルを作成せずプログラムも起動せずに、Inno Setup のサイレントインストールへの引き渡しをシミュレート
050	DRY モードでは外部ページを開きません
051	DRY：模擬ダウンロード完了、インストールへ引き渡します
052	- 実際の更新確認ダイアログを表示<NL>
053	DRY の模擬ダウンロードが進行中です
054	DRY：模擬ダウンロードを準備中
055	DRY ダウンロードトークンが無効です
056	DRY：インストールへの引き渡しに失敗しました
057	DRY：デュアルスロットのインストール引き渡しに失敗しました
058	DRY：デュアルスロットの準備完了。次回起動時に自動で切り替えます
059	DRY：非アクティブスロットをバックグラウンドで準備中
060	DRY：模擬バージョンを検出しました。確認待ちです
061	DRY デモを実行中
062	## DRY デモ更新<NL><NL>
063	、確認待ち
064	確認、承認、ダウンロード進捗、非アクティブスロットへのバックグラウンド書き込み、次回起動時の切り替えを実演します。ネットワーク接続、ファイル作成、インストーラー起動は一切行いません。
065	右下の Toast
066	2. 実際の UpdateDialog でリリースノートを表示し、「ダウンロードしてインストール」を確認する
067	Gallery が注入した実際の Updater で Releases を確認します。このモードではネットワークに接続し、リリースページを開く場合があります。
068	最後の検出：
069	3. Toast または ProgressDialog で、不確定または確定したダウンロード進捗を表示する
070	実際のダイアログと進捗フィードバックは表示されますが、インストールに伴う副作用は発生しません。
071	実際の Release モード
072	DRY ダウンロード・インストールデモ
073	現在のバージョン：
074	DRY デモモード（安全なシミュレーション）
075	最後の検出：なし
076	更新フロー
077	確認をシミュレート中...
078	Gallery は、ファサードコンポーネントが基盤の Updater、UpdateDialog、交換可能なフィードバック表示をどのように統合するかを直接実演します。
079	新しいバージョンを検出<SP>
080	DRY デモを開始
081	ダウンロードを確認<SP>
082	バックグラウンドで準備中...
083	1. GitHub Releases を確認して現在のバージョンと比較する
084	デモのソース：
085	2. 新しいバージョンが見つかったら、リリースノートと確認ダイアログを表示する
086	更新を確認
087	未設定
088	4. デュアルスロットモードでは、非アクティブスロットをバックグラウンドで置き換え、次回起動時に新しいバージョンへ切り替える
089	最新バージョンです<SP>
090	リポジトリ：
091	実際のモードを使用できません：Gallery が appUpdater を注入していません
092	実際のモード：まだ確認していません
093	1. 確認をシミュレートしてデモ用バージョンを返す
094	3. 実際の Toast または ProgressDialog を使い、模擬進捗を 100% まで進める
095	確認に失敗：
096	DRY モード：デモの開始待ち
097	4. Inno Setup による非アクティブスロットのバックグラウンド置換をシミュレートする。現在のバージョンは実行したまま、次回起動時に切り替える
098	実際の GitHub Releases 更新フロー
099	DRY：模擬バージョンを検出<SP>
100	実際のモードを利用するには、Release に現在のプラットフォーム向けインストーラー資産が必要です。
101	確認中...
102	Button - ToolButton と機能の組み合わせ
103	編集
104	テキストのみ（Push）
105	バッジとの組み合わせ（Badge）
106	Button - すべてのスタイルと組み合わせたカウントダウンボタン
107	スタイルと機能の組み合わせ（indeterminate_ring）
108	削除
109	Button - ToolButton スタイル（6種類）
110	アクション B
111	スタイル、Pill、Dropdown/Split の組み合わせ
112	確認コードを送信
113	アイコンのみ → ToolButton スタイル、テキストまたはアイコン＋テキスト → PushButton スタイル
114	メニュー：
115	Button - スタイル × Pill 形状 × 進捗機能
116	Button - Filled バリエーション：背景なし、状態色のテキスト
117	オプション 2
118	Button - 形状（2種類）
119	スタイル、Pill、Toggle の組み合わせ
120	アクション A
121	選択済み：
122	外部メニューの主ボタンをクリックしました
123	主ボタンをクリックしました
124	オプション 3
125	スタイルと機能の組み合わせ（progress_bar）
126	Button - Filled の状態レベル（6種類）
127	プロパティ
128	オプション 1
129	スタイルと形状の組み合わせ
